    1.0000 ,  53.0000 ,   1.0000
    2.0000 ,  57.0000 ,   1.0000
    3.0000  , 58.0000 ,   1.0000
    4.0000,  63.0000  ,  1.0000
    5.0000 ,  66.0000  ,       0
    6.0000 ,  66.8000  ,       0
    7.0000 ,  67.0000 ,        0
    8.0000 ,  67.2000  ,       0
    9.0000  , 68.0000 ,        0
   10.0000 ,  69.0000  ,       0
   11.0000 ,  69.8000 ,   1.0000
   12.0000 ,  69.8000  ,       0
   13.0000,   70.2000  ,  1.0000
   14.0000 ,  70.2000  ,       0
   15.0000 ,  72.0000  ,       0
   16.0000  , 73.0000  ,       0
   17.0000  , 75.0000  ,       0
   18.0000 ,  75.0000  ,  1.0000
   19.0000 ,  75.8000   ,      0
   20.0000  , 76.2000  ,       0
   21.0000 ,  78.0000    ,     0
   22.0000  , 79.0000,         0
   23.0000  , 81.0000   ,      0
